cgpa,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,salary_lpa
9.58,3,1,0,1,0,18.8,8.8,65,3,1,0,80.2,2,1,66.59
6.73,2,0,0,0,0,70.3,7.3,73.3,1,4,0,52.5,0,1,41.48
8.08,1,1,1,1,1,38.2,5.4,44.3,0,3,0,72.3,4,1,84.92
8.67,2,0,0,0,0,82.8,6.1,86,0,6,0,45.9,0,1,44.25
8.6,1,1,1,0,0,62.3,7.5,60.3,0,2,1,54.3,2,1,62.44
9.1,3,1,1,0,0,90.6,5.9,87.8,3,3,2,84.3,2,1,79.18
8.76,1,0,1,0,0,97,4.8,93.3,2,6,0,78.7,1,1,45.11
6.39,3,1,1,1,0,53.1,5.2,78.4,0,3,1,56.7,3,1,64.94
7.24,3,0,1,0,1,3.2,5.4,60.7,1,5,0,67.9,2,1,67.29
7.06,3,1,1,0,1,29.9,6.4,63.8,1,6,0,92.1,3,1,83.12
9.88,3,1,0,0,1,44.7,7.8,70.6,0,4,0,67,2,1,66.67
8.64,2,1,0,0,0,39.1,5.8,75.9,1,2,0,51.7,1,1,40.72
6.11,1,1,0,0,0,79.5,5.3,68.2,0,1,0,26.9,1,1,45.62
6.23,3,1,0,0,1,50.9,4,53.1,3,3,0,80.7,2,1,92.39
5.46,3,1,0,1,0,47.3,8.5,55.5,0,4,0,69.8,2,1,76.21
7.53,3,1,1,0,0,74.9,5.5,88,2,4,2,73.1,2,1,74.76
9.82,3,1,1,1,0,26.6,6.6,90.2,2,3,0,83.3,3,1,75.01
8.54,2,1,0,0,0,93,9.3,95.2,3,5,0,91.9,1,1,48.76
6.19,1,0,0,1,1,12.9,5.3,84.8,0,5,0,57.8,2,1,64.21
8.84,2,0,0,0,1,34.1,5.5,74.8,2,1,0,48.7,1,1,45.82
9.84,2,1,0,0,1,73.4,9.8,55.2,0,3,3,67.2,2,1,61.5
6.31,3,1,0,0,0,96,4.4,70.1,3,6,0,82.2,1,1,48.96
8.23,1,1,1,1,0,60.1,4.8,47,1,1,0,60.8,3,1,54.52
8.91,3,1,1,0,0,81.7,10,78,1,5,0,82.7,2,1,74.08
6.36,3,0,0,0,1,59.1,8.9,42.5,3,4,0,86.2,1,1,44.34
8.71,3,0,1,1,1,15,9.4,60.5,1,1,0,72.5,3,1,68.1
5.49,2,0,1,0,1,51.4,5.3,69.6,0,5,0,65.5,2,1,64
9.3,3,1,0,0,0,80.9,4.8,42.4,2,1,0,46.7,1,1,40.59
9.64,3,0,1,1,0,13.2,4.3,78.6,1,3,0,58.9,2,1,70.95
7.62,3,0,0,0,0,37.1,5.8,49.4,1,4,0,49.9,0,1,46.48
9.71,1,1,0,0,0,70,5.2,80.4,2,6,2,78.7,1,1,48.83
6.71,2,1,1,0,1,47.1,6.5,94.3,3,1,0,81.6,3,1,86.05
7.9,3,0,1,0,0,31.7,7.6,79.5,1,6,0,71.4,1,1,45.51
8.87,2,1,0,1,1,87.8,4.6,55.1,0,2,0,58.5,3,1,90.64
7.82,2,1,0,1,0,70.2,7.1,49.9,0,6,0,75.6,2,1,70.49
5.78,2,1,0,0,0,74.6,9.4,75.1,2,5,0,87.8,1,1,42.03
6.86,2,1,1,0,1,35.7,7.8,88.8,0,4,0,76.2,3,1,64.7
5.06,1,1,1,0,1,14.5,4.4,40.7,3,1,0,76.9,3,1,69.88
8.2,1,1,1,1,0,10.5,5.7,64.2,1,3,0,72.7,3,1,64.68
6.34,2,1,0,0,1,74.6,6.5,96.2,0,6,0,66.4,2,1,51.37
6.44,3,1,0,1,0,52.2,6,65.6,1,2,0,57.1,2,1,70.3
6.33,1,1,0,0,0,50.1,7.1,53.5,1,6,0,73.2,1,1,36.98
8.82,1,0,0,0,0,76.8,9.8,56,0,3,1,42.4,0,1,41.82
9.48,2,1,1,0,0,69.5,8.9,79.6,3,1,0,86.2,2,1,63.08
5.6,1,1,1,0,1,20.3,6.4,58.1,1,6,0,92.1,3,1,62.61
9.59,2,0,0,0,0,23.7,7.4,87,1,6,1,66.1,0,1,37.41
9.42,3,1,1,0,0,96.8,9.5,47.6,0,2,0,63.4,2,1,86.88
8.24,1,0,1,1,1,80.2,8.6,55.5,0,2,2,69.1,3,1,94.82
6.11,2,1,1,1,0,69.5,6.5,90,2,1,0,74.3,3,1,62.51
6.73,2,1,1,1,1,10.9,10,49.7,1,4,0,95.1,4,1,65.48
5.55,2,1,1,0,1,12.1,5,68.7,3,4,0,96.2,3,1,85.55
5.77,2,0,1,1,1,65.3,6.9,78.7,0,5,0,79.9,3,1,73.44
5.71,3,1,1,1,0,82.3,8.9,63.3,0,1,0,66.5,3,1,76.14
5.76,1,1,0,1,0,32.5,9.4,65.3,1,4,1,75.1,2,1,66.94
7.97,2,1,0,0,1,39.2,8.2,85.6,0,6,1,73.4,2,1,88.84
7.8,2,0,1,0,0,49.4,8.4,53.3,3,5,0,86,1,1,43.53
9.53,3,0,0,1,1,47.8,5.1,56.3,1,3,0,56.6,2,1,79.07
8.3,3,1,0,1,0,68.1,9.3,41.5,2,1,0,72,2,1,90.29
8.3,1,1,0,0,1,57.7,8.9,70.8,0,6,0,76.3,2,1,67.42
9.51,3,0,1,0,0,93,4.9,47.2,0,4,0,42.1,1,1,46.85
7.24,3,0,0,1,0,81.3,8.2,43.5,1,3,0,59.5,1,1,43.2
8.3,1,1,0,1,0,43.2,8.6,48.9,3,5,0,100,2,1,61.86
6.58,1,1,0,1,1,77,7.1,89.7,2,3,0,86.4,3,1,112.2
5.32,3,0,1,1,0,3.1,8.1,91.3,2,6,0,97.7,2,1,91.01
5.03,3,1,0,0,0,44.6,8.4,41.6,3,5,0,91.2,1,1,53.18
9.76,2,1,1,0,1,18.8,9.9,50.5,1,5,1,90.1,3,1,69.37
8.87,3,0,1,0,0,72.2,9.7,55.8,2,3,0,74.9,1,1,40.81
8.58,3,0,1,0,1,88.9,8.1,55.7,0,3,0,63.2,2,1,58.6
8.63,3,0,1,0,0,71.3,5.9,82.9,1,1,1,45.5,1,1,52.65
8.25,1,1,0,0,0,51.1,5.1,61.7,2,5,1,72.3,1,1,48.48
9.39,3,1,1,1,0,94.5,7.3,70.2,0,2,0,58.3,3,1,73.76
7.9,2,1,0,1,0,33.8,8.5,79.6,0,3,0,61.5,2,1,57.72
6.4,2,1,1,1,1,35.1,8.2,60.2,1,4,0,98.4,4,1,64.26
7.88,3,0,0,0,1,58.8,8.8,50.1,1,6,1,75.4,1,1,39.02
8.63,2,0,0,1,1,98.9,4.8,61.4,0,3,0,53.3,2,1,71.92
8.58,1,1,0,1,1,20.2,9.1,98.4,0,6,0,90.5,3,1,74.99
8.51,3,1,1,0,1,13.5,7.1,76.8,0,1,0,52.9,3,1,74.45
9.8,2,0,1,0,0,94.1,4.4,59.1,1,3,0,48.1,1,1,47.76
5.44,2,1,1,0,1,20,8.5,94.7,1,5,0,88,3,1,48.53
8.61,1,1,0,0,1,7.5,6.5,83.8,1,6,0,79.5,2,1,63.69
6.39,1,0,0,0,0,29.3,6.4,84.7,3,6,3,80.9,0,1,49.68
6.35,2,1,1,0,0,12.9,5,72,1,6,0,75,2,1,63.22
6.16,3,1,1,1,1,63.7,5.5,87,0,2,0,63.7,4,1,68.62
6.55,3,1,0,0,1,13.9,6.7,58.7,0,6,0,71.2,2,1,59
8.09,3,0,1,0,0,39.2,4.1,98.1,1,5,0,56.8,1,1,38.6
5.9,3,0,0,0,1,90.3,9,53.8,2,2,0,65.8,1,1,44.18
5.44,2,1,1,0,0,75,7.4,75.1,0,2,0,49.3,2,1,72.63
6.63,2,1,1,1,0,87.7,6.3,58.5,1,2,2,66.8,3,1,83.65
6.28,3,1,1,0,0,72.1,5.8,92.8,0,4,0,59.2,2,1,52.24
6.24,3,1,1,1,0,87.5,7.5,94.9,0,5,0,74.8,3,1,73.74
9.42,2,1,0,1,1,36.7,7.6,83.8,0,1,0,62.7,3,1,80.64
6.78,2,1,1,0,1,1.4,9.6,89.8,3,5,0,111.2,3,1,83.12
9.18,2,1,0,0,1,80.6,6.1,70.9,2,2,0,71.4,2,1,90.77
9.31,2,0,0,0,0,26.4,8.3,68.5,2,1,0,53,0,1,46.78
5.28,3,0,0,0,1,43.5,4.5,91.2,3,3,0,64.3,1,1,44.97
8.3,3,1,0,0,0,86,4.9,66.3,0,5,0,44.7,1,1,43.82
6.08,2,1,0,0,1,23.1,4.8,91.4,0,3,0,51.3,2,1,59.93
6.88,2,1,1,0,1,73.3,4.1,45.4,0,4,0,65.3,3,1,80.17
6.72,1,1,1,0,1,34,8,72.8,0,2,0,59.5,3,1,72.47
5.54,3,1,1,0,0,16.4,4.4,92.8,0,3,0,47.1,2,1,73.55
9.5,3,1,1,1,1,38.5,9.6,43.3,2,6,0,120.5,4,1,97.84
9.22,1,1,1,0,0,31.3,9.8,88.1,1,4,1,82.2,2,1,85.35
5.17,2,1,0,0,0,91.7,5.5,74.1,1,4,1,59.9,1,1,39.54
7.34,1,1,1,1,0,46.3,5.2,55.1,1,4,2,78,3,1,81.09
7.3,1,1,1,1,1,33.5,5.5,44.7,2,5,0,106.2,4,1,70.71
6.89,1,0,0,0,1,63.3,8,46.2,1,4,0,67.1,1,1,51.21
5.66,1,0,1,1,1,29.3,9.2,83.4,2,3,0,88.7,3,1,59.31
7.75,3,1,0,0,0,76.9,5.6,40.1,3,1,2,62.8,1,1,55.43
7.79,1,1,1,1,1,84.6,7.6,68.6,0,6,1,90.6,4,1,73.82
5.01,1,1,1,0,1,89.6,6.6,81.5,3,6,0,105.3,3,1,113.35
6.38,1,1,1,0,1,9,7.7,60.5,0,2,0,58.4,3,1,62.92
5.69,1,1,0,1,1,41.1,4.9,94.6,2,4,0,84.2,3,1,85.04
9.6,2,1,0,0,0,24.4,7.8,56.9,0,2,0,38.5,1,1,41.96
5.79,2,1,1,0,1,90.5,4.3,47.2,0,5,0,70.3,3,1,70.95
9.22,3,0,0,1,1,54.8,6.2,92,0,2,0,44,2,1,56.9
9.78,1,1,1,0,0,83.6,7,64.4,1,3,0,62.5,2,1,79.36
6.69,1,1,1,0,0,49.4,8.7,78.7,0,4,0,64.8,2,1,59.1
6.51,2,1,0,0,1,34.3,4.3,60.6,1,6,0,76.5,2,1,49.53
5.64,2,1,1,0,1,16.9,9.9,83,0,3,0,70.3,3,1,71.6
9.13,1,0,0,0,1,29.5,7.6,86.6,0,3,1,51.2,1,1,49.4
7.91,3,1,0,1,0,82.9,7.3,99.2,0,4,0,61,2,1,74.8
7.9,3,1,1,1,0,69.8,9.2,90.4,2,2,1,90.7,3,1,61.98
6.28,1,1,1,0,1,26.3,9.7,40.8,3,6,1,117.5,3,1,63.13
9.38,3,0,1,0,0,68.3,4.5,92.2,1,2,0,48.1,1,1,50.44
7.63,3,0,1,0,1,99.7,9.9,54.2,0,3,0,66.8,2,1,59.01
7.25,1,1,0,0,0,55.6,5.5,84.2,2,4,1,70.2,1,1,45.09
5.14,2,1,0,1,0,79.4,5.9,53.4,3,6,0,95.5,2,1,88.61
5.75,2,0,1,0,0,50,4.5,54.5,2,4,0,64.1,1,1,47.6
9.66,3,1,0,0,0,58.3,8.2,52.6,2,2,0,67.6,1,1,41.53
9.83,2,0,0,0,1,72.3,4.9,66.3,1,6,0,63.9,1,1,44.44
5.02,2,1,1,0,0,98.9,7.9,47.6,1,4,1,76.7,2,1,70.82
6.53,1,0,0,0,0,78.7,7,62.4,0,2,0,26.3,0,1,40.33
6.32,3,1,0,0,0,26.2,9.7,74.5,3,5,0,96.7,1,1,42.2
7.41,1,0,0,0,0,25.5,6.3,74.8,2,3,0,51.3,0,1,41.28
9.18,3,1,0,1,1,72,5.3,94.3,1,6,1,85,3,1,71.73
8.6,2,1,0,1,1,59,8.9,54.7,0,4,0,75.1,3,1,76.84
6.43,2,1,0,1,0,54.5,9.8,80,2,1,0,75.2,2,1,88.18
8.67,3,1,0,0,0,64.1,7.3,42.4,2,5,1,74.8,1,1,39.71
6.08,3,0,1,0,0,94.4,7.5,45,0,6,0,62.1,1,1,37.77
5.98,3,1,1,0,0,86.2,9.9,91.3,0,3,0,60.2,2,1,83.86
6.99,3,1,0,0,0,43.6,8.7,48.5,3,5,2,91.6,1,1,46.34
7.43,2,1,1,0,1,91.7,5.9,77,1,6,0,92.3,3,1,92.55
9.81,2,0,1,0,0,71.7,7.9,64.9,3,1,0,69.8,1,1,47.25
8.32,2,1,0,0,1,47.6,5.8,89.9,2,4,0,78.5,2,1,68
5.87,1,0,1,0,0,38.6,5,70.5,1,6,1,66.8,1,1,46.15
6.2,1,1,1,0,0,24.3,7.5,64,2,2,1,70.3,2,1,87.11
7.24,1,1,1,0,0,8.8,4.6,91.1,0,2,0,41,2,1,65.72
6.14,3,1,0,0,1,43,9.2,77.9,3,3,0,88.2,2,1,60.08
5.1,1,1,1,0,0,42.1,8.2,91.6,0,4,1,60,2,1,83.9
7.96,2,1,0,0,1,69.1,9,71.2,0,2,0,55.4,2,1,63.93
8.76,1,1,0,0,0,79.8,9,73.6,0,6,0,66.8,1,1,42.05
8.64,2,0,0,0,0,90.9,6.9,55.5,1,3,2,41.9,0,1,46.46
9.93,1,0,1,0,1,38.6,7.7,58.6,0,1,0,44.5,2,1,52.65
6.36,1,1,1,0,0,65.3,5.8,70.8,1,2,0,61.6,2,1,60
6.8,1,1,1,0,1,36.4,4.5,88.5,0,1,0,49.4,3,1,62.77
9.72,1,1,1,0,0,57.3,5.9,99.1,0,5,0,61,2,1,55.62
7.82,1,1,1,0,1,98.1,5.4,93.7,2,6,0,100.8,3,1,100.25
8.01,1,1,0,0,0,51.9,5.5,48.7,0,4,0,42.8,1,1,35.32
9.18,2,1,0,0,1,98.9,4.3,73.2,0,6,0,58.9,2,1,70.52
6.44,1,0,0,0,1,71.2,9.4,61.3,1,2,0,55.4,1,1,48.03
7.45,1,0,1,0,0,29.2,9.9,76.9,1,5,0,77.8,1,1,47.11
6.7,2,1,1,0,0,20.3,6.1,93.1,2,4,0,77.5,2,1,84.11
5.32,1,1,0,0,0,20.5,8.9,84.5,3,5,1,95,1,1,44.23
6.01,1,0,1,0,0,0.9,5.7,40.8,1,2,0,45.9,1,1,37.69
9.89,2,0,1,0,1,39.7,7,42.6,0,4,0,63.5,2,1,82.73
8.4,1,0,0,0,0,99.2,6.5,95.7,0,2,0,28,0,1,44.24
7.16,1,1,0,1,1,39.7,5.7,76.8,3,1,0,86.3,3,1,79.49
9.52,3,1,0,0,1,15.8,7.3,75.3,2,3,0,74.2,2,1,71.4
6.54,1,1,1,1,0,27,8.2,95.7,2,3,0,90.6,3,1,81.09
7.6,1,1,1,1,1,44,8.5,70.8,3,3,0,109,4,1,74.24
9.1,1,0,0,0,1,93.3,5.3,73.2,0,2,0,40.2,1,1,40.25
7.21,3,1,0,1,0,85.8,5,85.4,3,1,0,67.3,2,1,56.88
9.8,3,0,0,1,0,53.5,8.5,52.6,3,3,0,76.1,1,1,45.42
6.01,1,0,1,0,0,43.6,6.8,86.7,0,3,0,50.3,1,1,40.36
9.78,3,1,0,0,0,67.6,7.4,91,2,6,0,84.6,1,1,54.77
5.4,1,0,0,0,0,28.5,4.9,66.4,1,5,0,47,0,1,37.7
6.94,3,1,1,1,0,93.9,7.4,99.6,1,5,1,90.4,3,1,67.01
9.1,1,0,0,1,1,31.8,7.8,86.2,0,3,0,58.7,2,1,67.13
7.17,1,0,1,0,1,78,4.9,76.1,1,4,0,69.5,2,1,60.22
9.66,2,1,0,0,1,98.7,5.5,83.3,1,6,1,74.1,2,1,92.13
6.18,1,1,0,0,1,38.3,6.8,91.3,0,1,0,44.5,2,1,63.67
6.51,3,0,1,0,0,80.3,7.1,47.2,1,2,0,53.5,1,1,44.28
9.94,2,0,0,1,0,65.1,6.6,62.6,0,2,0,43.1,1,1,43.74
7.52,3,1,0,0,1,21.7,6.3,71.9,3,2,0,77.2,2,1,83.46
5.97,1,1,0,0,0,92.7,10,78.9,1,5,1,76.8,1,1,52.38
9.57,1,0,1,1,0,32.7,6.5,87.7,1,6,0,76.4,2,1,76.48
8.92,3,1,1,1,1,59.5,9.4,76,1,5,0,101.9,4,1,84.2
9.77,3,1,0,1,1,55.3,5.1,42.4,1,5,1,75.3,3,1,64.53
5.84,1,1,0,0,0,47.4,7.7,90.3,1,1,1,47,1,1,44.68
7.33,2,1,1,0,1,6.7,4.4,66.3,1,5,0,81.7,3,1,77.93
5.61,1,0,0,0,0,11.5,9.6,91.3,3,1,0,59.4,0,1,44.92
9.98,1,1,1,0,1,9.8,9.6,60.9,0,2,1,64.2,3,1,93.91
6.55,2,1,0,1,0,14.8,8.5,67.5,0,2,0,55.4,2,1,78.23
8.07,1,1,1,0,0,33.6,8.2,65.5,1,3,0,71.4,2,1,72.59
8.62,2,1,0,1,0,38.5,5.5,72.6,2,6,0,90.8,2,1,68.6
8.24,1,0,1,0,1,28.8,5.7,43.5,0,6,0,65.2,2,1,61.24
6.96,1,1,1,1,0,82.3,4.3,57.1,1,4,0,75.4,3,1,117.96
6.22,3,1,1,0,1,95.6,7.1,96.4,1,6,0,95.6,3,1,78.39
9.32,2,1,1,0,0,22.6,5.8,46.1,1,6,1,74,2,1,86.51
5.63,2,0,0,0,0,41.6,6.8,48.7,1,5,0,59.6,0,1,40.75
5.41,2,1,1,0,1,57.9,8.2,95.5,1,2,2,74.1,3,1,64.15
8.69,3,1,1,0,1,95.2,6.5,81.9,1,3,0,72.7,3,1,75.75
5.78,1,0,1,0,1,42.8,7.8,95.7,2,6,1,98.3,2,1,67.8
8.05,1,1,1,1,1,42.2,4.2,46.8,3,6,0,112.1,4,1,72.81
5.45,1,1,0,0,0,78.1,5,58.7,0,5,0,52.7,1,1,38.89
7.97,1,1,0,1,0,61,4.6,52.3,2,6,0,85.8,2,1,91.15
8.82,1,1,0,0,0,28.8,4.2,41,1,6,0,66.8,1,1,41.77
9.42,2,0,0,0,0,28.9,5.5,56.1,0,6,0,48.7,0,1,47.59
7.42,2,1,1,0,0,96.5,6.6,40.1,2,6,0,88,2,1,73.87
6.66,3,1,0,0,0,58.2,9.1,91.8,1,5,3,77,1,1,41.81
7.2,3,1,0,0,0,80.2,8.1,61.2,1,6,0,70,1,1,43.37
8.57,3,1,1,0,0,19.7,7.4,66.8,1,2,0,59.7,2,1,60.45
7.99,2,1,0,0,1,61.1,4.5,80,1,3,1,55.1,2,1,79.36
7.38,3,1,1,1,1,7.7,7.6,76.8,1,6,0,107.7,4,1,64.23
6.33,2,1,0,0,0,55.8,4.6,83.1,3,3,1,64.2,1,1,48.49
8.59,2,1,0,0,1,39.9,6.9,76.3,3,4,1,92.2,2,1,56.36
7.54,2,1,1,1,0,44.9,6.8,59.5,2,1,1,75.7,3,1,61.85
5.08,1,1,0,0,1,65.8,4.2,96.9,1,5,0,69.1,2,1,48.14
6.54,1,1,1,0,0,54.2,7.9,70.8,1,1,0,55.6,2,1,49.84
8.83,1,0,0,1,0,37.1,8.2,89,2,1,0,63.8,1,1,42.4
9.3,2,1,0,0,0,38.2,7.9,64.1,1,2,0,56.7,1,1,50.33
9.01,3,1,1,0,1,84.6,6.4,53.7,3,5,0,108.7,3,1,74.79
7.14,2,1,1,0,0,55.3,7.4,93.9,2,6,0,87.4,2,1,56.83
8.99,2,1,1,0,0,82.3,9.2,48.3,1,3,1,72.5,2,1,72.1
6.45,2,1,1,0,1,14.4,8.4,57.6,0,5,3,83,3,1,82.03
7.77,1,1,1,0,0,10.6,5.5,70.8,3,5,0,89,2,1,51.96
5.09,2,1,1,0,0,85.2,8,86.9,0,4,0,60.5,2,1,82.31
6.83,2,1,1,1,1,68.8,9.5,82.9,3,3,0,116.5,4,1,85.94
8.91,2,1,1,1,1,56.9,9.3,49.5,0,1,0,76.5,4,1,83.88
5.07,2,0,1,1,1,26.1,7.1,98.5,1,5,0,91,3,1,54.22
6.78,3,0,1,0,0,93.2,5.2,84.7,1,5,0,59.5,1,1,47.85
5.97,3,1,1,0,1,13.3,5.9,54.3,0,6,1,78.3,3,1,51.31
8.17,1,1,1,1,1,58.2,9.4,62.6,1,6,0,104.4,4,1,58.39
9.69,2,1,0,1,0,46.3,8.2,89.2,0,4,0,66.1,2,1,89.96
7.16,3,0,1,0,0,35.6,6.7,80.8,1,6,0,68.8,1,1,49.64
5.36,1,1,0,0,0,70.4,4.5,97.2,0,6,0,57.2,1,1,44.87
5.5,1,1,0,1,0,23.5,5.8,71,2,6,0,92.1,2,1,83.74
8.98,1,1,0,0,0,47.6,6.1,74.7,2,1,0,51.4,1,1,44.06
9.39,2,1,0,0,0,29.7,4.9,92.4,1,6,0,68.1,1,1,40.8
9.76,2,0,1,0,1,48.2,9.6,88,0,2,0,56.5,2,1,52.72
6.82,3,1,1,1,1,59.9,4.9,44.4,1,6,1,92.9,4,1,96.48
5.17,3,1,1,0,0,59.5,7.2,79.4,1,4,1,73.2,2,1,51.56
6.87,2,1,1,0,1,90.5,6.8,68.3,0,2,0,59.3,3,1,70.38
8.79,2,1,1,1,0,41.1,5.2,91.6,0,5,0,75.5,3,1,68.63
5.48,1,0,1,1,1,74.4,6.3,91.9,2,6,0,102.2,3,1,90.31
7.58,2,1,1,1,0,34.8,9.9,54.6,2,2,0,87.1,3,1,93.2
6.37,1,1,1,0,1,7.1,4.1,96.3,0,6,0,69.7,3,1,79.63
6.02,2,1,0,0,1,63.6,6.7,55,2,6,0,94.5,2,1,96.41
9.43,3,1,1,0,0,54.6,9.2,45.8,1,6,2,84,2,1,79.11
8.88,2,0,1,0,0,3.6,9.5,76.3,1,2,0,58.6,1,1,39.84
6.93,2,0,0,1,1,64.3,5.5,54.4,0,3,1,51.4,2,1,68.16
9.49,2,1,1,0,0,32.9,4.8,86.4,3,5,0,89.8,2,1,68.22
6.76,2,1,0,1,0,9.5,8.1,85.3,3,6,0,107.8,2,1,81.34
5.34,1,0,1,0,0,33.2,8.9,98.1,0,2,0,47,1,1,42.96
6.16,2,1,1,0,1,41.5,7.2,62.4,1,4,0,79.6,3,1,73.84
6.78,1,0,0,1,1,68.2,7,95.3,1,6,0,83.9,2,1,77.5
6.77,1,0,1,0,1,77.3,7.5,49.3,1,5,0,80.8,2,1,87.57
7.97,2,1,0,1,1,46.5,6.7,70.1,2,1,0,76.1,3,1,66.63
7.59,2,0,0,0,1,54.2,5.1,41,1,4,0,53.3,1,1,44.67
8.75,3,1,1,0,0,42.7,9.8,92.9,1,3,0,75.6,2,1,52.93
9.58,1,1,0,1,0,49,6.5,83.5,0,1,0,46.7,2,1,71.16
5.3,1,1,0,0,1,48.8,7.6,83.9,1,5,0,80.8,2,1,66.6
7.08,3,1,1,0,0,47.2,9.8,98.3,0,2,0,55,2,1,47.79
9.85,3,0,0,1,1,97.9,6.9,45.2,2,3,1,80.3,2,1,70.26
8.38,2,1,0,1,0,30.8,7.1,66.5,3,5,0,97,2,1,76.86
5.24,1,1,0,0,0,88.6,4.8,96.3,2,6,0,72,1,1,44.32
7.04,2,0,1,0,1,19.6,8.9,64.9,0,4,0,64,2,1,67.29
7.58,1,1,1,0,0,25,10,84.9,0,4,2,68.3,2,1,65.06
7.8,2,1,1,0,0,1.8,6.6,56.4,2,2,0,65.4,2,1,77.61
6.87,3,0,0,1,1,55.6,5.4,94.7,3,5,0,89.3,2,1,66.61
7.82,1,1,1,1,0,54.1,4.7,90.5,2,1,0,67.2,3,1,73.46
9.22,3,1,0,0,0,11.2,8.4,44.2,1,3,0,58.3,1,1,44.72
9.73,1,1,0,0,1,20,4.5,58.7,2,2,0,66.3,2,1,53.26
8.69,2,1,1,1,1,98.6,7.9,45.5,0,5,0,89.3,4,1,96.16
6.37,2,0,1,1,1,83.1,8.9,95.9,1,3,0,79.3,3,1,96.05
5.54,1,1,0,0,1,88.6,8.2,96,3,2,0,89.6,2,1,72.84
6.52,2,0,1,0,0,94.3,8.1,93.6,0,5,0,63,1,1,46.12
9.55,2,0,1,0,0,75,5,85.8,0,4,0,41.5,1,1,42.62
9.04,1,1,0,1,0,85.9,7,52.5,1,3,0,66,2,1,85.5
5.59,1,1,0,0,0,74.3,5,81.4,2,4,0,67.7,1,1,47.79
8.07,1,0,1,1,0,78.1,9.5,54.6,1,4,2,79.4,2,1,93.16
5.85,1,1,1,0,0,16.6,7.9,54.3,1,3,0,65.2,2,1,57.38
9.23,3,1,0,0,1,7.2,9.7,66,1,3,0,71.6,2,1,80.52
5.13,3,1,0,0,0,38.2,6.5,94.2,2,1,0,56.4,1,1,50.15
9.05,2,0,1,1,1,92.5,7.1,79.3,0,5,0,77.3,3,1,78.58
9.73,2,1,0,0,1,91.8,6.1,67.7,2,4,0,78.6,2,1,77.82
5.69,2,0,1,0,1,80.9,9.4,58.3,1,5,0,81.5,2,1,76.73
5.8,1,1,1,1,0,30.9,5.5,86.9,1,6,0,83.8,3,1,86.62
8.52,2,1,0,1,0,58.3,6.7,44.9,1,1,0,55.7,2,1,86.4
8.97,2,1,1,1,0,41,7.2,72.5,2,4,0,94,3,1,67.99
6.01,1,0,1,1,0,25,6.3,51,1,5,1,78.9,2,1,68.48
8.34,3,0,1,0,0,89.3,9.2,58.7,1,6,0,79.8,1,1,39.4
6.07,1,1,0,0,1,9,9.7,91.4,2,4,0,91.4,2,1,50.47
8.88,3,1,1,0,1,1.9,8.2,95,1,3,0,83.9,3,1,71.73
7.54,3,0,0,1,0,91.8,8,65.3,1,6,1,73.8,1,1,46.44
7.07,2,1,0,1,1,54.1,6.4,84.5,1,2,0,72.5,3,1,91.53
6.26,2,0,0,0,1,99.6,4.3,86.7,0,3,0,41.6,1,1,39.83
9.53,2,0,0,1,0,93.3,9.6,67.7,1,2,0,54.8,1,1,43
9.87,2,0,1,0,0,51.9,6,59.5,1,4,0,55.8,1,1,46.11
8.05,1,0,0,1,1,51.1,6.3,69,0,6,0,68.8,2,1,73.29
9.11,2,1,1,0,1,53.8,7.5,93.8,3,3,0,101.7,3,1,80.27
9.07,3,1,1,0,1,12.3,4.6,75,0,5,0,67.9,3,1,77.25
5.76,3,1,0,0,0,57.4,4.9,85.3,1,2,0,41.2,1,1,42.53
6.78,2,0,0,0,0,89.7,8.8,41.7,2,4,0,68.9,0,1,41.5
7.43,1,0,1,0,0,0.2,8.9,69.6,1,2,0,55.2,1,1,42.57
5.58,2,1,1,0,0,26.1,7.9,96.7,1,1,0,59.6,2,1,50.07
8.83,1,1,0,0,0,21.8,5.5,96.5,1,6,0,66.1,1,1,40.74
7.37,2,1,1,0,1,93.1,7.5,58,2,1,0,74,3,1,86.01
8.3,3,1,0,1,0,27.8,7.9,86.2,3,5,0,98.7,2,1,97.86
6.46,1,1,0,0,0,90.3,6.8,65.1,1,1,0,41.6,1,1,47.88
9.39,2,1,0,0,0,2.8,6.4,87.1,1,4,0,60.3,1,1,43.52
5.93,3,0,1,0,0,69.4,4,90.3,0,6,0,47.7,1,1,37.95
6.53,1,1,1,0,0,29.6,8,73,3,6,0,100.2,2,1,75.63
5.27,3,1,1,0,0,87.1,9.8,72.9,0,4,1,68.5,2,1,80.71
9.53,2,1,0,1,0,0.7,8.6,50.7,0,2,0,57.6,2,1,83.5
7.31,3,1,0,0,1,85.3,4.8,95.8,0,6,0,61.3,2,1,68.62
7.7,1,1,0,0,0,75.3,8.9,57,2,1,0,66.1,1,1,49.44
8.81,2,1,0,0,1,84.7,6.7,79.9,2,3,0,79.7,2,1,62.78
6.87,1,0,1,0,1,99.5,5.9,70.5,1,2,0,62.7,2,1,55.39
6.88,1,0,1,1,0,9,4.2,53.1,2,4,0,75,2,1,84.25
9.46,3,1,1,0,1,84,5.9,49.8,1,4,2,75.4,3,1,53.36
7.2,1,1,0,0,0,57.4,6.4,91,1,3,0,55.7,1,1,40.26
